iter	Passed	Remaining
543	28200	23638
544	28320	23643
545	28379	23597
546	28438	23551
547	28472	23484
548	28547	23451
549	28644	23436
550	28650	23346
551	28704	23296
552	28708	23205
553	28746	23142
554	28790	23084
555	28798	22997
556	28808	22912
557	28863	22863
558	28867	22773
559	28935	22734
560	28966	22667
561	29031	22625
562	29067	22562
563	29073	22475
564	29125	22424
565	29140	22344
566	29259	22344
567	29300	22284
568	29339	22224
569	29392	22173
570	29400	22088
571	29438	22027
572	29474	21964
573	29607	21973
574	29703	21954
575	29755	21903
576	29859	21889
577	29868	21806
578	29958	21783
579	29985	21713
580	29993	21630
581	30009	21552
582	30058	21499
583	30137	21467
584	30149	21387
585	30195	21332
586	30292	21313
587	30331	21253
588	30377	21196
589	30405	21128
590	30410	21045
591	30416	20963
592	30424	20881
593	30443	20808
594	30453	20728
595	30475	20657
596	30479	20574
597	30505	20506
598	30510	20425
599	30532	20355
600	30563	20290
601	30567	20209
602	30573	20128
603	30587	20054
604	30593	19974
605	30600	19895
606	30647	19842
607	30708	19798
608	30736	19733
609	30780	19679
610	30800	19609
611	30819	19539
612	30877	19493
613	30884	19415
614	30922	19358
615	30928	19279
616	30957	19216
6617	31686	19586618	31043	19107
6619	31840	19515
620	31904	19471
621	31909	19391
622	32032	19383
623	32083	19332
624	32093	19256
625	32161	19214
626	32174	19140
627	32178	19061
628	32201	18992
629	32272	18953
630	32290	18883
631	32353	18838
632	32452	18815
633	32503	18763
634	32556	187136635	32600	18658
636	32662	18612
637	32767	18592
638	32834	18549
639	32849	18477
640	32901	18426
641	32960	18379
642	33067	18359
643	33096	18295
644	33126	18232
645	33164	18173
646	33209	18118
647	33222	18046
648	33256	17985
649	33413	17991
650	33425	17919
651	33459	17859
652	33534	17820
653	33584	17767
654	33637	17717
655	33704	17674
656	33711	17599
657	33836	17586
658	33862	17522
659	33868	17447
660	33895	17383
661	33925	17321
662	33969	17266
663	34001	17205
664	34069	17162
665	34076	17089
666	34135	17042
667	34204	17000
668	34208	16925
669	34264	16876
670	34316	16825
671	34321	16752
672	34405	16717
673	34499	16686
674	34506	16614
675	34563	16565
676	34594	16505
677	34723	16491
678	34817	16460
679	34867	16408
680	34955	16374
681	34981	16311
682	35024	16255
683	35033	16184
684	35110	16145
685	35151	16089
686	35186	16030
687	35239	15980
688	35272	15921
689	35397	15903
690	35404	15831
691	35434	15771
692	35460	15708
693	35508	15656
694	35550	15601
695	35696	15591
696	35702	15520
697	35731	15459
698	35799	15415
699	35810	15347
700	35912	15318
701	35938	15256
702	35990	15205
703	36036	15151
704	36104	15107
705	36188	15070
706	36271	15032
707	36306	14974
708	36353	14920
709	36405	14869
710	710	35835	14711	36591	14800
712	36655	14754
713	36748	14719
714	36812	14673
715	36967	14663
716	36998	14603
717	37030	14544
718	37040	14476
719	37151	14447
720	37214	14400
721	37385	14395
722	37523	14376
723	37608	14337
724	37647	14280
725	37712	14233
726	37716	14162
727	37771	14112
728	37812	14056
729	37855	14001
730	37892	13944
731	37947	13893
732	38102	13879
733	38255	13863
734	38308	13811
735	38411	13777
736	38454	13722
737	38524	13676
738	38619	13639
739	38643	13577
740	38652	13510
741	38712	13460
742	38755	13405
743	38804	13352
744	38860	13301
745	38948	13261
746	39000	13208
747	39006	13141
748	39151	13120
749	39157	13052
750	39177	12989
751	39183	12922
752	39204	12859
753	39336	12833
754	39363	12773
755	39400	12716
756	39572	12702
757	39643	12656
758	39707	12607
759	39713	12541
760	39783	12494
761	39860	12449
762	39864	12382
763	39869	12315
764	39874	12249
765	39885	12184
766	39915	12125
767	39973	12075
768	40021	12021
769	40081	11972
770	40137	11921
771	40201	11873
772	40285	11830
773	40302	11767
774	40328	11708
775	40419	11667
776	40427	11602
777	40549	11570
778	40565	11508
779	40619	11456
780	40662	11402
781	40667	11336
782	40736	11289
783	40762	11230
784	40768	11165
785	40774	11101
786	40782	11037
787	40844	10988
788	40861	10927
789	40896	10871
790	40945	10818
791	40970	10759
792	41090	10726
793	41098	10662
794	41120	10603
795	41160	10548
796	41236	10503
797	41441	10490
798	41556	10454
799	41743	10435
800	41773	10378
801	41817	10324
802	41833	10263
803	41902	10215
804	41922	10155
805	41940	10094
806	41994	10043
807	42067	9996
808	42097	9939
809	42155	9888
810	42178	9829
811	42193	9768
812	42221	9711
813	42307	9667
814	42339	9610
815	42427	9566
816	42482	9515
817	42513	9458
818	42578	9409
819	42713	9376
820	42799	9331
821	42845	9277
822	42865	9218
823	42927	9169
824	43157	9154
825	43257	9112
826	43266	9050
827	43301	8994
828	43305	8932
829	43358	8880
830	43387	8823
831	43451	8773
832	43490	8718
833	43500	8658
834	43503	8596
835	43563	8545
836	43599	8490
837	43603	8429
838	43654	8377
839	43670	8318
840	43722	8266
841	43727	8205
842	43746	8147
843	43753	8087
844	43786	8031
845	43870	7985
846	43903	7930
847	43939	7875
848	43960	7818
849	44024	7768
850	44079	7717
851	44120	7664
852	44199	7617
853	44206	7557
854	44217	7498
855	44295	7451
856	44407	7409
857	44525	7369
858	44584	7318
859	44734	7282
860	44745	7223
861	44854	7180
862	44941	7134
863	44947	7075
864	44989	7021
865	45048	6970
866	45054	6911
867	45057	6852
868	45060	6792
869	45063	6733
870	45101	6679
871	45143	6626
872	45148	6567
873	45233	6521
874	45289	6469
875	45328	6416
876	45337	6358
877	45373	6304
878	45376	6246
879	45428	6194
880	45472	6142
881	45549	6093
882	45557	6036
883	45577	5980
884	45637	5930
885	45697	5879
886	45739	5827
887	45847	5782
888	45852	5725
889	45929	5676
890	45987	5625
891	46000	5569
892	46042	55189893	46102	546894	45385	5324
89895	46178	53589896	46224	53089897	46283	525898	45593	5122
899	45624	5069
900	45673	5018
901	45705	4965
902	45802	4920
903	45960	4880
904	46016	4830
905	46031	4775
906	46077	4724
907	46093	4670
908	46137	4618
909	46231	4572
910	46263	4519
911	46288	4466
912	46292	4411
913	46327	4359
914	46351	4305
915	46385	4253
916	46409	4200
917	46470	4150
918	46474	4096
919	46493	4042
920	46530	3991
921	46535	3936
922	46596	3887
923	46632	3835
924	46646	3782
925	46669	3729
926	46690	3676
927	46694	3622
928	46702	3569
929	46715	3516
930	46740	3464
931	46758	3411
932	46773	3358
933	46782	3305
934	46785	3252
935	46787	3199
936	46791	3146
937	46794	3093
938	46801	3040
939	46836	2989
940	46839	2936
941	46847	2884
942	46856	2832
943	46872	2780
944	46880	2728
945	46884	2676
946	46893	2624
947	46902	2572
948	46942	2522
949	46946	2470
950	46970	2420
951	46974	2368
952	46987	2317
953	47004	2266
954	47007	2215
955	47011	2163
956	47018	2112
957	47023	2061
958	47031	2010
959	47057	1960
960	47060	1909
961	47062	1859
962	47066	1808
963	47068	1757
964	47070	1707
965	47073	1656
966	47075	1606
967	47107	1557
968	47115	1507
969	47126	1457
970	47130	1407
971	47134	1357
972	47139	1308
973	47168	1259
974	47176	1209
975	47183	1160
976	47187	1110
977	47195	1061
978	47208	1012
979	47212	963
980	47215	914
981	47225	865
982	47227	816
983	47230	767
984	47232	719
985	47235	670
986	47238	622
987	47247	573
988	47248	525
989	47250	477
990	47252	429
991	47254	381
992	47256	333
993	47257	285
994	47259	237
995	47261	189
996	47267	142
997	47269	94
998	47271	47
999	47273	0
0
